1,2,3,4,5,6,7,8
66.36660089,20.92574114,233.1611576,72.93440776,305.3089689,189.1216883,87.29234203,a4
63.94282302,21.48057459,246.7007218,80.63866212,273.4454013,177.0420317,85.42339761,a3
9.373578741,16.85527996,46.9401222,10.35563175,189.5255172,99.94057449,26.2288587,a5
84.15951227,82.86924811,455.2415193,144.1063795,355.1109214,249.6086504,167.0287604,a1
6.165362285,13.10976052,-40.41430226,-29.84471253,145.8442638,57.99977565,19.27512281,a5
7.85152037,86.27662954,216.6230014,61.24742574,108.7167078,84.98206676,94.12814991,a1
10.59151753,42.32098612,124.1274246,35.6074605,82.953843,59.28065175,52.91250365,a2
10.35852484,37.13989674,61.72538472,7.113481571,153.0495676,80.08152461,47.49842158,a4
16.94167569,79.91320601,279.1536774,91.14939783,146.0498597,118.5996288,96.8548817,a1
19.6514007,93.92094858,259.6331344,73.03039258,202.1439596,137.5871761,113.5723493,a2
59.19535746,11.05753268,180.8311865,55.28914815,181.8401059,118.564627,70.25289014,a3
28.40386295,63.78413601,213.6159467,60.71397388,98.94425834,79.82911611,92.18799896,a1
47.22969455,16.43307068,190.9421085,63.63967164,271.5926659,167.6161688,63.66276522,a4
82.46223914,41.69756201,362.5622221,119.2012105,291.0727664,205.1369884,124.1598011,a2
99.67131912,64.65559688,469.4131336,152.5431088,269.5347634,211.0389361,164.326916,a1
22.73215303,41.78209957,181.5608832,58.52331528,144.4607417,101.4920285,64.5142526,a2
62.14614245,83.64464188,361.212702,107.7109588,287.0323356,197.3716472,145.7907843,a2
53.08226344,10.25055881,170.7369325,53.7020551,168.9181275,111.3100913,63.33282225,a3
28.67840429,77.5321924,259.8102062,76.79980475,218.8424421,147.8211234,106.2105967,a2
2.343364905,39.17770492,110.6508565,34.56489336,47.13340906,40.84915121,41.52106982,a2
71.43705541,34.70163999,268.4303685,81.14583654,208.6092959,144.8775662,106.1386954,a2
24.76782754,97.17231863,333.2737101,105.666782,165.4716443,135.5692132,121.9401462,a1
87.19242446,28.80011049,269.1779396,76.59270235,466.8006866,271.6966945,115.9925349,a5
80.70335558,80.16306974,403.7655601,121.4495674,243.3362276,182.3928975,160.8664253,a1
28.7804095,18.90854684,130.2818228,41.29643324,195.2297132,118.2630732,47.68895634,a4
99.54797042,22.78064733,274.1128583,75.89212025,378.4695346,227.1808274,122.3286177,a5
18.56189341,99.86889808,348.9193171,115.2442628,-21.12066007,47.06180136,118.4307915,a1
73.29718369,67.34472302,414.4688409,136.9134671,209.7975556,173.3555113,140.6419067,a1
98.4336046,59.11632609,374.4422346,108.446152,322.6790697,215.5626109,157.5499307,a2
30.13199681,98.90904519,366.6717862,118.8153721,134.3010701,126.5582211,129.041042,a1
96.70127597,23.80509004,337.7946126,108.6441233,397.6378532,253.1409883,120.506366,a4
76.61358194,92.58269199,499.204831,165.0042786,267.134879,216.0695788,169.1962739,a1
45.21391148,8.02707931,106.3998226,26.5794159,171.9275232,99.25346955,53.24099079,a4
40.47689985,44.30284329,241.7857873,78.50302207,211.6570935,145.0800578,84.77974315,a2
